source,target,count,label
GRC,HUN,1200,Migrants (2015)
GRC,ITA,17400,Migrants (2015)
GRC,MKD,200,Migrants (2015)
GRC,NLD,13900,Migrants (2015)
GRC,NOR,2200,Migrants (2015)
GRC,POL,3000,Migrants (2015)
GRC,PRT,100,Migrants (2015)
GRC,ROU,4200,Migrants (2015)
GRC,SRB,900,Migrants (2015)
GRC,SVK,400,Migrants (2015)
GRC,ESP,3900,Migrants (2015)
GRC,SWE,15500,Migrants (2015)
GRC,CHE,9200,Migrants (2015)
GRC,GBR,39700,Migrants (2015)
GRC,ARM,1000,Migrants (2015)
GRC,BLR,100,Migrants (2015)
GRC,KAZ,7800,Migrants (2015)
GRC,RUS,1900,Migrants (2015)
GRC,ISR,3000,Migrants (2015)
GRC,TUR,59400,Migrants (2015)
GRC,PHL,100,Migrants (2015)
GRC,AUS,126500,Migrants (2015)
GRC,ARG,1000,Migrants (2015)
GRC,BRA,1800,Migrants (2015)
GRC,COL,100,Migrants (2015)
GRC,MEX,200,Migrants (2015)
GRC,VEN,700,Migrants (2015)
HUN,CAN,44400,Migrants (2015)
HUN,USA,77600,Migrants (2015)
HUN,EGY,100,Migrants (2015)
HUN,AUT,44400,Migrants (2015)
HUN,BEL,6100,Migrants (2015)
HUN,BIH,100,Migrants (2015)
HUN,BGR,300,Migrants (2015)
HUN,HRV,1000,Migrants (2015)
HUN,CZE,1100,Migrants (2015)
HUN,DNK,3900,Migrants (2015)
HUN,FIN,2600,Migrants (2015)
HUN,FRA,10500,Migrants (2015)
HUN,DEU,172700,Migrants (2015)
HUN,GRC,1700,Migrants (2015)
HUN,ITA,12800,Migrants (2015)
HUN,MLT,100,Migrants (2015)
HUN,NLD,12800,Migrants (2015)
HUN,NOR,3900,Migrants (2015)
HUN,POL,1300,Migrants (2015)
HUN,PRT,300,Migrants (2015)
HUN,ROU,5900,Migrants (2015)
HUN,SRB,1800,Migrants (2015)
HUN,SVK,17500,Migrants (2015)
HUN,SVN,400,Migrants (2015)
HUN,ESP,9200,Migrants (2015)
HUN,SWE,16500,Migrants (2015)
HUN,CHE,17500,Migrants (2015)
HUN,GBR,56100,Migrants (2015)
HUN,BLR,300,Migrants (2015)
HUN,RUS,16800,Migrants (2015)
HUN,ISR,12400,Migrants (2015)
HUN,JOR,600,Migrants (2015)
HUN,LBN,100,Migrants (2015)
HUN,TUR,500,Migrants (2015)
HUN,PHL,200,Migrants (2015)
HUN,AUS,23100,Migrants (2015)
HUN,ARG,800,Migrants (2015)
HUN,BRA,1800,Migrants (2015)
HUN,COL,100,Migrants (2015)
HUN,ECU,200,Migrants (2015)
HUN,MEX,500,Migrants (2015)
HUN,VEN,1000,Migrants (2015)
HUN,CAN,925,Asylum applicants (2015)
ITA,CAN,282500,Migrants (2015)
ITA,USA,376100,Migrants (2015)
ITA,DZA,1300,Migrants (2015)
ITA,CMR,300,Migrants (2015)
ITA,EGY,4600,Migrants (2015)
ITA,MAR,1900,Migrants (2015)
ITA,ZAF,25000,Migrants (2015)
ITA,TZA,500,Migrants (2015)
ITA,UGA,400,Migrants (2015)
ITA,ALB,9800,Migrants (2015)
ITA,AUT,29700,Migrants (2015)
ITA,BEL,175300,Migrants (2015)
ITA,BIH,100,Migrants (2015)
ITA,BGR,2300,Migrants (2015)
ITA,HRV,3100,Migrants (2015)
ITA,CZE,3200,Migrants (2015)
ITA,DNK,6300,Migrants (2015)
ITA,FIN,2800,Migrants (2015)
ITA,FRA,367500,Migrants (2015)
ITA,DEU,414400,Migrants (2015)
ITA,GRC,6300,Migrants (2015)
ITA,HUN,4400,Migrants (2015)
ITA,MLT,1800,Migrants (2015)
ITA,MNE,200,Migrants (2015)
ITA,NLD,24400,Migrants (2015)
ITA,NOR,3900,Migrants (2015)
ITA,POL,9900,Migrants (2015)
ITA,PRT,2600,Migrants (2015)
ITA,ROU,26300,Migrants (2015)
ITA,SRB,1900,Migrants (2015)
ITA,SVK,2600,Migrants (2015)
ITA,SVN,3600,Migrants (2015)
ITA,ESP,100300,Migrants (2015)
ITA,SWE,10200,Migrants (2015)
ITA,CHE,264700,Migrants (2015)
ITA,GBR,151700,Migrants (2015)
ITA,RUS,1800,Migrants (2015)
ITA,ISR,5200,Migrants (2015)
ITA,JOR,300,Migrants (2015)
ITA,TUR,2800,Migrants (2015)
ITA,LKA,5000,Migrants (2015)
ITA,HKG,600,Migrants (2015)
ITA,JPN,2900,Migrants (2015)
ITA,PHL,1700,Migrants (2015)
ITA,THA,500,Migrants (2015)
ITA,AUS,210000,Migrants (2015)
ITA,ARG,152300,Migrants (2015)
ITA,BRA,44300,Migrants (2015)
ITA,COL,2800,Migrants (2015)
ITA,ECU,3800,Migrants (2015)
ITA,SLV,200,Migrants (2015)
ITA,GTM,300,Migrants (2015)
ITA,HND,100,Migrants (2015)
ITA,MEX,4900,Migrants (2015)
ITA,PER,3300,Migrants (2015)
ITA,VEN,51000,Migrants (2015)
MKD,CAN,10500,Migrants (2015)
MKD,USA,25300,Migrants (2015)
MKD,EGY,100,Migrants (2015)
MKD,ZAF,100,Migrants (2015)
MKD,ALB,500,Migrants (2015)
MKD,AUT,21900,Migrants (2015)
MKD,BEL,7600,Migrants (2015)
MKD,BIH,2700,Migrants (2015)
MKD,BGR,2500,Migrants (2015)
MKD,HRV,10000,Migrants (2015)
MKD,CZE,1800,Migrants (2015)
MKD,DNK,2900,Migrants (2015)
MKD,FIN,8700,Migrants (2015)
MKD,FRA,4400,Migrants (2015)
MKD,GRC,2100,Migrants (2015)
MKD,ITA,73000,Migrants (2015)
MKD,MNE,3300,Migrants (2015)
MKD,NLD,100,Migrants (2015)
MKD,NOR,2400,Migrants (2015)
MKD,POL,200,Migrants (2015)
MKD,PRT,200,Migrants (2015)
MKD,SRB,46700,Migrants (2015)
MKD,SVK,700,Migrants (2015)
MKD,SVN,16500,Migrants (2015)
MKD,ESP,600,Migrants (2015)
MKD,SWE,6200,Migrants (2015)
MKD,CHE,58800,Migrants (2015)
MKD,GBR,3100,Migrants (2015)
MKD,RUS,200,Migrants (2015)
MKD,TUR,144500,Migrants (2015)
MKD,AUS,53600,Migrants (2015)
MKD,ARG,1400,Migrants (2015)
MKD,AUT,274,Asylum applicants (2015)
MKD,BEL,199,Asylum applicants (2015)
MKD,FRA,317,Asylum applicants (2015)
MKD,DEU,9083,Asylum applicants (2015)
MKD,NLD,111,Asylum applicants (2015)
MKD,SWE,413,Asylum applicants (2015)
MKD,CHE,177,Asylum applicants (2015)
MLT,CAN,8100,Migrants (2015)
MLT,USA,7500,Migrants (2015)
MLT,ZAF,300,Migrants (2015)
MLT,AUT,100,Migrants (2015)
MLT,BEL,400,Migrants (2015)
MLT,DNK,100,Migrants (2015)
MLT,FRA,400,Migrants (2015)
MLT,DEU,700,Migrants (2015)
MLT,ITA,1900,Migrants (2015)
MLT,NLD,300,Migrants (2015)
MLT,ESP,300,Migrants (2015)
MLT,SWE,100,Migrants (2015)
MLT,CHE,200,Migrants (2015)
MLT,GBR,31700,Migrants (2015)
MLT,AUS,49200,Migrants (2015)
MNE,CAN,1700,Migrants (2015)
MNE,AUT,21800,Migrants (2015)
MNE,BEL,500,Migrants (2015)
MNE,BIH,3900,Migrants (2015)
MNE,HRV,6100,Migrants (2015)
MNE,DNK,100,Migrants (2015)
MNE,FRA,1400,Migrants (2015)
MNE,ITA,2200,Migrants (2015)
MNE,MKD,9200,Migrants (2015)
MNE,NOR,400,Migrants (2015)
MNE,SRB,71200,Migrants (2015)
MNE,SVN,2900,Migrants (2015)
MNE,ESP,100,Migrants (2015)
MNE,SWE,800,Migrants (2015)
MNE,CHE,2700,Migrants (2015)
MNE,GBR,1100,Migrants (2015)
MNE,RUS,200,Migrants (2015)
MNE,AUS,2000,Migrants (2015)
MNE,VEN,200,Migrants (2015)
MNE,FRA,189,Asylum applicants (2015)
MNE,DEU,3233,Asylum applicants (2015)
MNE,SWE,109,Asylum applicants (2015)
NLD,CAN,109500,Migrants (2015)
NLD,USA,87900,Migrants (2015)
NLD,CMR,100,Migrants (2015)
NLD,EGY,1100,Migrants (2015)
NLD,ZAF,21600,Migrants (2015)
NLD,UGA,200,Migrants (2015)
NLD,AUT,8400,Migrants (2015)
NLD,BEL,160300,Migrants (2015)
NLD,BGR,700,Migrants (2015)
NLD,HRV,800,Migrants (2015)
NLD,CZE,2600,Migrants (2015)
NLD,DNK,7100,Migrants (2015)
NLD,FIN,1800,Migrants (2015)
NLD,FRA,43800,Migrants (2015)
NLD,DEU,139200,Migrants (2015)
NLD,GRC,3700,Migrants (2015)
NLD,HUN,3100,Migrants (2015)
NLD,ITA,13000,Migrants (2015)
NLD,MLT,400,Migrants (2015)
NLD,MNE,100,Migrants (2015)
NLD,NOR,8600,Migrants (2015)
NLD,POL,2500,Migrants (2015)
NLD,PRT,3800,Migrants (2015)
NLD,ROU,100,Migrants (2015)
NLD,SRB,700,Migrants (2015)
NLD,SVK,500,Migrants (2015)
NLD,SVN,300,Migrants (2015)
NLD,ESP,46100,Migrants (2015)
NLD,SWE,10400,Migrants (2015)
NLD,CHE,31300,Migrants (2015)
NLD,GBR,68400,Migrants (2015)
NLD,RUS,500,Migrants (2015)
NLD,BHR,200,Migrants (2015)
NLD,ISR,5100,Migrants (2015)
NLD,JOR,200,Migrants (2015)
NLD,QAT,400,Migrants (2015)
NLD,TUR,21900,Migrants (2015)
NLD,ARE,2400,Migrants (2015)
NLD,HKG,1000,Migrants (2015)
NLD,JPN,900,Migrants (2015)
NLD,IDN,6700,Migrants (2015)
NLD,PHL,400,Migrants (2015)
NLD,THA,700,Migrants (2015)
NLD,AUS,91300,Migrants (2015)
NLD,ARG,300,Migrants (2015)
NLD,BRA,3900,Migrants (2015)
NLD,COL,300,Migrants (2015)
NLD,ECU,800,Migrants (2015)
NLD,GTM,100,Migrants (2015)
NLD,MEX,1600,Migrants (2015)
NLD,PER,600,Migrants (2015)
NLD,VEN,600,Migrants (2015)
NOR,CAN,5200,Migrants (2015)
NOR,USA,27800,Migrants (2015)
NOR,EGY,100,Migrants (2015)
NOR,ZAF,1100,Migrants (2015)
NOR,AUT,900,Migrants (2015)
NOR,BEL,1300,Migrants (2015)
NOR,BGR,100,Migrants (2015)
NOR,HRV,100,Migrants (2015)
NOR,CZE,100,Migrants (2015)
NOR,DNK,20300,Migrants (2015)
NOR,FIN,2100,Migrants (2015)
NOR,FRA,4000,Migrants (2015)
NOR,DEU,8800,Migrants (2015)
NOR,GRC,500,Migrants (2015)
NOR,HUN,1100,Migrants (2015)
NOR,ITA,1900,Migrants (2015)
NOR,NLD,2700,Migrants (2015)
NOR,POL,1500,Migrants (2015)
NOR,PRT,300,Migrants (2015)
NOR,SRB,100,Migrants (2015)
NOR,SVK,600,Migrants (2015)
NOR,ESP,15900,Migrants (2015)
NOR,SWE,43200,Migrants (2015)
NOR,CHE,2400,Migrants (2015)
NOR,GBR,18200,Migrants (2015)
NOR,RUS,700,Migrants (2015)
NOR,TUR,3500,Migrants (2015)
NOR,BGD,14300,Migrants (2015)
NOR,LKA,100,Migrants (2015)
NOR,JPN,400,Migrants (2015)
NOR,PHL,600,Migrants (2015)
NOR,THA,600,Migrants (2015)
NOR,AUS,5200,Migrants (2015)
NOR,BRA,600,Migrants (2015)
NOR,ECU,200,Migrants (2015)
NOR,MEX,200,Migrants (2015)
NOR,PER,100,Migrants (2015)
POL,CAN,167600,Migrants (2015)
POL,USA,463700,Migrants (2015)
POL,EGY,400,Migrants (2015)
POL,ZAF,10000,Migrants (2015)
POL,AUT,65900,Migrants (2015)
POL,BEL,68500,Migrants (2015)
POL,BGR,1500,Migrants (2015)
POL,HRV,700,Migrants (2015)
POL,CZE,19200,Migrants (2015)
POL,DNK,32400,Migrants (2015)
POL,FIN,4900,Migrants (2015)
POL,FRA,111600,Migrants (2015)
POL,DEU,1930100,Migrants (2015)
POL,GRC,15600,Migrants (2015)
POL,HUN,3100,Migrants (2015)
POL,ITA,118600,Migrants (2015)
POL,MKD,100,Migrants (2015)
POL,MLT,200,Migrants (2015)
POL,NLD,98400,Migrants (2015)
POL,NOR,91200,Migrants (2015)
POL,PRT,900,Migrants (2015)
POL,ROU,100,Migrants (2015)
POL,SRB,600,Migrants (2015)
POL,SVK,6700,Migrants (2015)
POL,SVN,400,Migrants (2015)
POL,ESP,64900,Migrants (2015)
POL,SWE,83500,Migrants (2015)
POL,CHE,26400,Migrants (2015)
POL,GBR,703000,Migrants (2015)
POL,BLR,400,Migrants (2015)
POL,KAZ,29200,Migrants (2015)
POL,RUS,29200,Migrants (2015)
POL,UKR,3000,Migrants (2015)
POL,ISR,59200,Migrants (2015)
POL,TUR,3400,Migrants (2015)
POL,JPN,1000,Migrants (2015)
POL,PHL,100,Migrants (2015)
POL,AUS,59800,Migrants (2015)
POL,ARG,7300,Migrants (2015)
POL,BRA,4100,Migrants (2015)
POL,COL,200,Migrants (2015)
POL,ECU,300,Migrants (2015)
POL,MEX,1100,Migrants (2015)
POL,PER,100,Migrants (2015)
POL,VEN,900,Migrants (2015)
POL,USA,120,Asylum applicants (2015)
PRT,CAN,152300,Migrants (2015)
PRT,USA,392600,Migrants (2015)
PRT,MOZ,4400,Migrants (2015)
PRT,ZAF,48700,Migrants (2015)
PRT,AUT,1700,Migrants (2015)
PRT,BEL,43200,Migrants (2015)
PRT,BGR,200,Migrants (2015)
PRT,CZE,200,Migrants (2015)
PRT,DNK,1500,Migrants (2015)
PRT,FIN,600,Migrants (2015)
PRT,FRA,713100,Migrants (2015)
PRT,DEU,98400,Migrants (2015)
PRT,GRC,300,Migrants (2015)
PRT,HUN,400,Migrants (2015)
PRT,ITA,6400,Migrants (2015)
PRT,NLD,16700,Migrants (2015)
PRT,NOR,2900,Migrants (2015)
PRT,POL,100,Migrants (2015)
PRT,ROU,100,Migrants (2015)
PRT,SVK,100,Migrants (2015)
PRT,ESP,114600,Migrants (2015)
PRT,SWE,3500,Migrants (2015)
PRT,CHE,205800,Migrants (2015)
PRT,GBR,98900,Migrants (2015)
PRT,RUS,200,Migrants (2015)
PRT,TUR,200,Migrants (2015)
PRT,IND,100,Migrants (2015)
PRT,HKG,100,Migrants (2015)
PRT,JPN,400,Migrants (2015)
PRT,THA,600,Migrants (2015)
PRT,AUS,20000,Migrants (2015)
PRT,ARG,4900,Migrants (2015)
PRT,BRA,164700,Migrants (2015)
PRT,COL,100,Migrants (2015)
PRT,ECU,300,Migrants (2015)
PRT,MEX,600,Migrants (2015)
PRT,PER,100,Migrants (2015)
PRT,VEN,54500,Migrants (2015)
ROU,CAN,91000,Migrants (2015)
ROU,USA,167100,Migrants (2015)
ROU,EGY,200,Migrants (2015)
ROU,ZAF,1700,Migrants (2015)
ROU,AUT,70200,Migrants (2015)
ROU,BEL,57100,Migrants (2015)
ROU,BIH,300,Migrants (2015)
ROU,BGR,5600,Migrants (2015)
ROU,HRV,400,Migrants (2015)
ROU,CZE,5100,Migrants (2015)
ROU,DNK,13900,Migrants (2015)
ROU,FIN,2900,Migrants (2015)
ROU,FRA,89700,Migrants (2015)
ROU,DEU,590100,Migrants (2015)
ROU,GRC,46100,Migrants (2015)
ROU,HUN,204600,Migrants (2015)
ROU,ITA,1021600,Migrants (2015)
ROU,MLT,700,Migrants (2015)
ROU,MNE,100,Migrants (2015)
ROU,NLD,14700,Migrants (2015)
ROU,NOR,12000,Migrants (2015)
ROU,POL,2400,Migrants (2015)
ROU,PRT,22000,Migrants (2015)
ROU,SRB,3600,Migrants (2015)
ROU,SVK,8100,Migrants (2015)
ROU,SVN,500,Migrants (2015)
ROU,ESP,658100,Migrants (2015)
ROU,SWE,25200,Migrants (2015)
ROU,CHE,14800,Migrants (2015)
ROU,GBR,89400,Migrants (2015)
ROU,RUS,3900,Migrants (2015)
ROU,ISR,103600,Migrants (2015)
ROU,JOR,200,Migrants (2015)
ROU,TUR,20800,Migrants (2015)
ROU,AUS,18000,Migrants (2015)
ROU,ARG,1000,Migrants (2015)
ROU,BRA,2000,Migrants (2015)
ROU,COL,200,Migrants (2015)
ROU,ECU,300,Migrants (2015)
ROU,MEX,500,Migrants (2015)
ROU,PER,100,Migrants (2015)
ROU,VEN,800,Migrants (2015)
ROU,USA,354,Asylum applicants (2015)
SRB,CAN,35800,Migrants (2015)
SRB,USA,33600,Migrants (2015)
SRB,ZAF,4100,Migrants (2015)
SRB,AUT,195100,Migrants (2015)
SRB,BEL,7700,Migrants (2015)
SRB,BIH,9200,Migrants (2015)
SRB,BGR,2700,Migrants (2015)
SRB,HRV,52100,Migrants (2015)
SRB,CZE,1400,Migrants (2015)
SRB,DNK,1700,Migrants (2015)
SRB,FIN,100,Migrants (2015)
SRB,FRA,84700,Migrants (2015)
SRB,DEU,106600,Migrants (2015)
SRB,GRC,4300,Migrants (2015)
SRB,HUN,38700,Migrants (2015)
SRB,ITA,45500,Migrants (2015)
SRB,MKD,17900,Migrants (2015)
SRB,MLT,600,Migrants (2015)
SRB,MNE,17400,Migrants (2015)
SRB,NLD,26700,Migrants (2015)
SRB,NOR,4000,Migrants (2015)
SRB,POL,1000,Migrants (2015)
SRB,ROU,1500,Migrants (2015)
SRB,SVK,1800,Migrants (2015)
SRB,SVN,28300,Migrants (2015)
SRB,ESP,3900,Migrants (2015)
SRB,SWE,9200,Migrants (2015)
SRB,CHE,168600,Migrants (2015)
SRB,GBR,9000,Migrants (2015)
SRB,AUS,37900,Migrants (2015)
SRB,BRA,500,Migrants (2015)
SRB,VEN,800,Migrants (2015)
SRB,USA,146,Asylum applicants (2015)
SRB,AUT,2574,Asylum applicants (2015)
SRB,BEL,630,Asylum applicants (2015)
SRB,FIN,195,Asylum applicants (2015)
SRB,FRA,5273,Asylum applicants (2015)
SRB,DEU,50127,Asylum applicants (2015)
SRB,HUN,24543,Asylum applicants (2015)
SRB,ITA,452,Asylum applicants (2015)
SRB,NLD,1121,Asylum applicants (2015)
SRB,NOR,203,Asylum applicants (2015)
SRB,SWE,2331,Asylum applicants (2015)
SRB,CHE,766,Asylum applicants (2015)
SRB,USA,1396,Refugees (2015)
SRB,AUT,2199,Refugees (2015)
SRB,FRA,12500,Refugees (2015)
SRB,DEU,9157,Refugees (2015)
SRB,ITA,2620,Refugees (2015)
SRB,MNE,1613,Refugees (2015)
SRB,SWE,2390,Refugees (2015)
SRB,CHE,3158,Refugees (2015)
SVK,CAN,14600,Migrants (2015)
SVK,ZAF,400,Migrants (2015)
SVK,AUT,27100,Migrants (2015)
SVK,BEL,6400,Migrants (2015)
SVK,BIH,3000,Migrants (2015)
SVK,BGR,300,Migrants (2015)
SVK,HRV,600,Migrants (2015)
SVK,CZE,87500,Migrants (2015)
SVK,DNK,1300,Migrants (2015)
SVK,FIN,200,Migrants (2015)
SVK,FRA,4400,Migrants (2015)
SVK,DEU,42800,Migrants (2015)
SVK,GRC,800,Migrants (2015)
SVK,HUN,21900,Migrants (2015)
SVK,ITA,10900,Migrants (2015)
SVK,MLT,100,Migrants (2015)
SVK,NLD,500,Migrants (2015)
SVK,NOR,3800,Migrants (2015)
SVK,POL,1200,Migrants (2015)
SVK,SRB,400,Migrants (2015)
SVK,SVN,600,Migrants (2015)
SVK,ESP,7200,Migrants (2015)
SVK,SWE,1500,Migrants (2015)
SVK,CHE,12400,Migrants (2015)
SVK,GBR,67700,Migrants (2015)
SVK,RUS,1800,Migrants (2015)
SVK,TUR,300,Migrants (2015)
SVK,AUS,6600,Migrants (2015)
SVK,BRA,200,Migrants (2015)
SVK,MEX,100,Migrants (2015)
SVK,CAN,363,Asylum applicants (2015)
SVN,CAN,9100,Migrants (2015)
SVN,USA,8700,Migrants (2015)
SVN,AUT,17900,Migrants (2015)
SVN,BEL,1000,Migrants (2015)
SVN,BIH,1700,Migrants (2015)
SVN,HRV,19500,Migrants (2015)
SVN,CZE,300,Migrants (2015)
SVN,DNK,300,Migrants (2015)
SVN,FRA,2500,Migrants (2015)
SVN,DEU,39700,Migrants (2015)
SVN,GRC,100,Migrants (2015)
SVN,HUN,400,Migrants (2015)
SVN,ITA,4600,Migrants (2015)
SVN,MKD,200,Migrants (2015)
SVN,MNE,1600,Migrants (2015)
SVN,NLD,100,Migrants (2015)
SVN,NOR,300,Migrants (2015)
SVN,POL,100,Migrants (2015)
SVN,SRB,10900,Migrants (2015)
SVN,SVK,300,Migrants (2015)
SVN,ESP,1300,Migrants (2015)
SVN,SWE,1200,Migrants (2015)
SVN,CHE,3900,Migrants (2015)
SVN,GBR,2200,Migrants (2015)
SVN,RUS,300,Migrants (2015)
SVN,TUR,100,Migrants (2015)
SVN,AUS,8500,Migrants (2015)
SVN,ARG,800,Migrants (2015)
SVN,BRA,200,Migrants (2015)
SVN,VEN,100,Migrants (2015)
ESP,CAN,10900,Migrants (2015)
ESP,USA,94300,Migrants (2015)
ESP,EGY,400,Migrants (2015)
ESP,MAR,4100,Migrants (2015)
ESP,ZAF,1500,Migrants (2015)
ESP,AUT,4100,Migrants (2015)
ESP,BEL,60500,Migrants (2015)
ESP,BGR,4200,Migrants (2015)
ESP,HRV,100,Migrants (2015)
ESP,CZE,800,Migrants (2015)
ESP,DNK,5800,Migrants (2015)
ESP,FIN,3000,Migrants (2015)
ESP,FRA,304400,Migrants (2015)
ESP,DEU,100500,Migrants (2015)
ESP,GRC,1100,Migrants (2015)
ESP,HUN,1600,Migrants (2015)
ESP,ITA,31800,Migrants (2015)
ESP,MLT,100,Migrants (2015)
ESP,NLD,24700,Migrants (2015)
ESP,NOR,6100,Migrants (2015)
ESP,POL,4800,Migrants (2015)
ESP,PRT,15300,Migrants (2015)
ESP,ROU,22900,Migrants (2015)
ESP,SRB,100,Migrants (2015)
ESP,SVK,800,Migrants (2015)
ESP,SVN,400,Migrants (2015)
ESP,SWE,9700,Migrants (2015)
ESP,CHE,62800,Migrants (2015)
ESP,GBR,91100,Migrants (2015)
ESP,RUS,1300,Migrants (2015)
ESP,ISR,1800,Migrants (2015)
ESP,JOR,300,Migrants (2015)
ESP,TUR,1200,Migrants (2015)
ESP,HKG,400,Migrants (2015)
ESP,JPN,2000,Migrants (2015)
ESP,PHL,1300,Migrants (2015)
ESP,AUS,18000,Migrants (2015)
ESP,ARG,98000,Migrants (2015)
ESP,BRA,36600,Migrants (2015)
ESP,COL,6600,Migrants (2015)
ESP,ECU,7400,Migrants (2015)
ESP,SLV,500,Migrants (2015)
ESP,GTM,1300,Migrants (2015)
ESP,HND,300,Migrants (2015)
ESP,MEX,26900,Migrants (2015)
ESP,PER,5000,Migrants (2015)
ESP,VEN,74500,Migrants (2015)
SWE,CAN,8100,Migrants (2015)
SWE,USA,46900,Migrants (2015)
SWE,EGY,300,Migrants (2015)
SWE,ZAF,200,Migrants (2015)
SWE,AUT,3500,Migrants (2015)
SWE,BEL,4700,Migrants (2015)
SWE,BGR,200,Migrants (2015)
SWE,HRV,600,Migrants (2015)
SWE,CZE,400,Migrants (2015)
SWE,DNK,22600,Migrants (2015)
SWE,FIN,41200,Migrants (2015)
SWE,FRA,10000,Migrants (2015)
SWE,DEU,19900,Migrants (2015)
SWE,GRC,5400,Migrants (2015)
SWE,HUN,1600,Migrants (2015)
SWE,ITA,6400,Migrants (2015)
SWE,MLT,500,Migrants (2015)
SWE,MNE,100,Migrants (2015)
SWE,NLD,4400,Migrants (2015)
SWE,NOR,49200,Migrants (2015)
SWE,POL,1300,Migrants (2015)
SWE,PRT,700,Migrants (2015)
SWE,SRB,1100,Migrants (2015)
SWE,SVK,200,Migrants (2015)
SWE,SVN,300,Migrants (2015)
SWE,ESP,19000,Migrants (2015)
SWE,CHE,10200,Migrants (2015)
SWE,GBR,35000,Migrants (2015)
SWE,BLR,300,Migrants (2015)
SWE,RUS,400,Migrants (2015)
SWE,ISR,600,Migrants (2015)
SWE,TUR,5300,Migrants (2015)
SWE,LKA,100,Migrants (2015)
SWE,JPN,1700,Migrants (2015)
SWE,PHL,600,Migrants (2015)
SWE,THA,600,Migrants (2015)
SWE,AUS,12500,Migrants (2015)
SWE,ARG,200,Migrants (2015)
SWE,BRA,700,Migrants (2015)
SWE,COL,100,Migrants (2015)
SWE,ECU,300,Migrants (2015)
SWE,MEX,400,Migrants (2015)
SWE,PER,200,Migrants (2015)
SWE,VEN,100,Migrants (2015)
CHE,CAN,22500,Migrants (2015)
CHE,USA,41200,Migrants (2015)
CHE,CAF,100,Migrants (2015)
CHE,EGY,1500,Migrants (2015)
CHE,ZAF,2100,Migrants (2015)
CHE,AUT,15800,Migrants (2015)
CHE,BEL,2300,Migrants (2015)
CHE,BGR,200,Migrants (2015)
CHE,HRV,3000,Migrants (2015)
CHE,CZE,500,Migrants (2015)
CHE,DNK,2600,Migrants (2015)
CHE,FIN,1300,Migrants (2015)
CHE,FRA,95200,Migrants (2015)
CHE,DEU,84200,Migrants (2015)
CHE,GRC,3600,Migrants (2015)
CHE,HUN,2500,Migrants (2015)
CHE,ITA,198100,Migrants (2015)
CHE,MLT,100,Migrants (2015)
CHE,MNE,200,Migrants (2015)
CHE,NLD,6800,Migrants (2015)
CHE,NOR,2100,Migrants (2015)
CHE,POL,1000,Migrants (2015)
CHE,PRT,15600,Migrants (2015)
CHE,SRB,2800,Migrants (2015)
CHE,SVK,600,Migrants (2015)
CHE,SVN,1000,Migrants (2015)
CHE,ESP,61400,Migrants (2015)
CHE,SWE,3400,Migrants (2015)
CHE,GBR,21400,Migrants (2015)
CHE,RUS,500,Migrants (2015)
CHE,ISR,3800,Migrants (2015)
CHE,JOR,200,Migrants (2015)
CHE,TUR,10400,Migrants (2015)
CHE,LKA,200,Migrants (2015)
CHE,HKG,700,Migrants (2015)
CHE,JPN,900,Migrants (2015)
CHE,PHL,1000,Migrants (2015)
CHE,THA,800,Migrants (2015)
CHE,AUS,15700,Migrants (2015)
CHE,ARG,700,Migrants (2015)
CHE,BRA,3500,Migrants (2015)
CHE,COL,600,Migrants (2015)
CHE,ECU,1900,Migrants (2015)
CHE,GTM,100,Migrants (2015)
CHE,MEX,1400,Migrants (2015)
CHE,PER,700,Migrants (2015)
CHE,VEN,600,Migrants (2015)
GBR,CAN,607300,Migrants (2015)
GBR,USA,714900,Migrants (2015)
GBR,DZA,1400,Migrants (2015)
GBR,CMR,100,Migrants (2015)
GBR,EGY,3500,Migrants (2015)
GBR,MAR,1200,Migrants (2015)
GBR,ZAF,318500,Migrants (2015)
GBR,TZA,1000,Migrants (2015)
GBR,UGA,1200,Migrants (2015)
GBR,ZWE,7500,Migrants (2015)
GBR,AUT,11000,Migrants (2015)
GBR,BEL,27300,Migrants (2015)
GBR,BGR,5300,Migrants (2015)
GBR,HRV,600,Migrants (2015)
GBR,CZE,4700,Migrants (2015)
GBR,DNK,18500,Migrants (2015)
GBR,FIN,6800,Migrants (2015)
GBR,FRA,185300,Migrants (2015)
GBR,DEU,103300,Migrants (2015)
GBR,GRC,17600,Migrants (2015)
GBR,HUN,6900,Migrants (2015)
GBR,ITA,64900,Migrants (2015)
GBR,MLT,12000,Migrants (2015)
GBR,MNE,100,Migrants (2015)
GBR,NLD,49500,Migrants (2015)
GBR,NOR,19300,Migrants (2015)
GBR,POL,34500,Migrants (2015)
GBR,PRT,17700,Migrants (2015)
GBR,ROU,3100,Migrants (2015)
GBR,SRB,600,Migrants (2015)
GBR,SVK,4800,Migrants (2015)
GBR,SVN,500,Migrants (2015)
GBR,ESP,308800,Migrants (2015)
GBR,SWE,24900,Migrants (2015)
GBR,CHE,48000,Migrants (2015)
GBR,BLR,400,Migrants (2015)
GBR,RUS,1700,Migrants (2015)
GBR,BHR,1600,Migrants (2015)
GBR,ISR,21800,Migrants (2015)
GBR,JOR,800,Migrants (2015)
GBR,LBN,200,Migrants (2015)
GBR,QAT,3800,Migrants (2015)
GBR,TUR,18900,Migrants (2015)
