source,target,count,label
ZAF,PRT,1117,1995-2000
ZAF,PRT,2,1990-1995
ZAF,ROU,8,2005-2010
ZAF,ROU,5,2000-2005
ZAF,ROU,3,1995-2000
ZAF,ROU,0,1990-1995
ZAF,SRB,9,2005-2010
ZAF,SRB,0,2000-2005
ZAF,SRB,17,1995-2000
ZAF,SRB,0,1990-1995
ZAF,SVK,26,2005-2010
ZAF,SVK,4,2000-2005
ZAF,SVK,8,1995-2000
ZAF,SVK,0,1990-1995
ZAF,SVN,15,2005-2010
ZAF,SVN,9,2000-2005
ZAF,SVN,8,1995-2000
ZAF,SVN,0,1990-1995
ZAF,SWE,652,2005-2010
ZAF,SWE,361,2000-2005
ZAF,SWE,67,1995-2000
ZAF,SWE,0,1990-1995
ZMB,AUT,13,2005-2010
ZMB,AUT,12,2000-2005
ZMB,AUT,27,1995-2000
ZMB,AUT,0,1990-1995
ZMB,BEL,191,2005-2010
ZMB,BEL,348,2000-2005
ZMB,BEL,1,1995-2000
ZMB,BEL,0,1990-1995
ZMB,BGR,1,2005-2010
ZMB,BGR,2,2000-2005
ZMB,BGR,4,1995-2000
ZMB,BGR,0,1990-1995
ZMB,CHE,276,2005-2010
ZMB,CHE,229,2000-2005
ZMB,CHE,70,1995-2000
ZMB,CHE,0,1990-1995
ZMB,CZE,41,2005-2010
ZMB,CZE,18,2000-2005
ZMB,CZE,6,1995-2000
ZMB,CZE,0,1990-1995
ZMB,DEU,45,2005-2010
ZMB,DEU,6,2000-2005
ZMB,DEU,56,1995-2000
ZMB,DEU,0,1990-1995
ZMB,DNK,12,2005-2010
ZMB,DNK,18,2000-2005
ZMB,DNK,152,1995-2000
ZMB,DNK,2,1990-1995
ZMB,ESP,75,2005-2010
ZMB,ESP,110,2000-2005
ZMB,ESP,39,1995-2000
ZMB,ESP,0,1990-1995
ZMB,FIN,65,2005-2010
ZMB,FIN,53,2000-2005
ZMB,FIN,19,1995-2000
ZMB,FIN,1,1990-1995
ZMB,FRA,639,2005-2010
ZMB,FRA,1118,2000-2005
ZMB,FRA,86,1995-2000
ZMB,FRA,0,1990-1995
ZMB,GBR,679,2005-2010
ZMB,GBR,700,2000-2005
ZMB,GBR,10270,1995-2000
ZMB,GBR,0,1990-1995
ZMB,GRC,1,2005-2010
ZMB,GRC,2,2000-2005
ZMB,GRC,3,1995-2000
ZMB,GRC,0,1990-1995
ZMB,HUN,9,2005-2010
ZMB,HUN,6,2000-2005
ZMB,HUN,15,1995-2000
ZMB,HUN,1,1990-1995
ZMB,ISL,5,2005-2010
ZMB,ISL,2,2000-2005
ZMB,ISL,3,1995-2000
ZMB,ISL,0,1990-1995
ZMB,ITA,15,2005-2010
ZMB,ITA,93,2000-2005
ZMB,ITA,115,1995-2000
ZMB,ITA,10,1990-1995
ZMB,LUX,1,2005-2010
ZMB,LUX,0,2000-2005
ZMB,LUX,0,1995-2000
ZMB,LUX,0,1990-1995
ZMB,NLD,1,2005-2010
ZMB,NLD,27,2000-2005
ZMB,NLD,305,1995-2000
ZMB,NLD,3,1990-1995
ZMB,NOR,68,2005-2010
ZMB,NOR,63,2000-2005
ZMB,NOR,77,1995-2000
ZMB,NOR,0,1990-1995
ZMB,POL,13,2005-2010
ZMB,POL,9,2000-2005
ZMB,POL,4,1995-2000
ZMB,POL,0,1990-1995
ZMB,SWE,64,2005-2010
ZMB,SWE,53,2000-2005
ZMB,SWE,70,1995-2000
ZMB,SWE,0,1990-1995
ZWE,AUT,404,2005-2010
ZWE,AUT,392,2000-2005
ZWE,AUT,79,1995-2000
ZWE,AUT,61,1990-1995
ZWE,BEL,37,2005-2010
ZWE,BEL,74,2000-2005
ZWE,BEL,0,1995-2000
ZWE,BEL,0,1990-1995
ZWE,BGR,88,2005-2010
ZWE,BGR,88,2000-2005
ZWE,BGR,9,1995-2000
ZWE,BGR,3,1990-1995
ZWE,CHE,1817,2005-2010
ZWE,CHE,1570,2000-2005
ZWE,CHE,243,1995-2000
ZWE,CHE,143,1990-1995
ZWE,CHI,289,2005-2010
ZWE,CHI,407,2000-2005
ZWE,CHI,0,1995-2000
ZWE,CHI,0,1990-1995
ZWE,CZE,109,2005-2010
ZWE,CZE,76,2000-2005
ZWE,CZE,7,1995-2000
ZWE,CZE,5,1990-1995
ZWE,DEU,344,2005-2010
ZWE,DEU,455,2000-2005
ZWE,DEU,0,1995-2000
ZWE,DEU,0,1990-1995
ZWE,DNK,641,2005-2010
ZWE,DNK,532,2000-2005
ZWE,DNK,151,1995-2000
ZWE,DNK,81,1990-1995
ZWE,ESP,1021,2005-2010
ZWE,ESP,1729,2000-2005
ZWE,ESP,4,1995-2000
ZWE,ESP,0,1990-1995
ZWE,FIN,208,2005-2010
ZWE,FIN,163,2000-2005
ZWE,FIN,12,1995-2000
ZWE,FIN,9,1990-1995
ZWE,FRA,1273,2005-2010
ZWE,FRA,1344,2000-2005
ZWE,FRA,231,1995-2000
ZWE,FRA,79,1990-1995
ZWE,GBR,130647,2005-2010
ZWE,GBR,101224,2000-2005
ZWE,GBR,23653,1995-2000
ZWE,GBR,14675,1990-1995
ZWE,GRC,233,2005-2010
ZWE,GRC,267,2000-2005
ZWE,GRC,30,1995-2000
ZWE,GRC,23,1990-1995
ZWE,HUN,93,2005-2010
ZWE,HUN,91,2000-2005
ZWE,HUN,21,1995-2000
ZWE,HUN,12,1990-1995
ZWE,IRL,2032,2005-2010
ZWE,IRL,2227,2000-2005
ZWE,IRL,1062,1995-2000
ZWE,IRL,659,1990-1995
ZWE,ISL,25,2005-2010
ZWE,ISL,16,2000-2005
ZWE,ISL,6,1995-2000
ZWE,ISL,2,1990-1995
ZWE,ITA,2071,2005-2010
ZWE,ITA,1705,2000-2005
ZWE,ITA,133,1995-2000
ZWE,ITA,74,1990-1995
ZWE,LUX,9,2005-2010
ZWE,LUX,8,2000-2005
ZWE,LUX,0,1995-2000
ZWE,LUX,1,1990-1995
ZWE,MLT,54,2005-2010
ZWE,MLT,61,2000-2005
ZWE,MLT,10,1995-2000
ZWE,MLT,7,1990-1995
ZWE,NLD,1974,2005-2010
ZWE,NLD,1920,2000-2005
ZWE,NLD,77,1995-2000
ZWE,NLD,11,1990-1995
ZWE,NOR,581,2005-2010
ZWE,NOR,383,2000-2005
ZWE,NOR,90,1995-2000
ZWE,NOR,48,1990-1995
ZWE,POL,417,2005-2010
ZWE,POL,377,2000-2005
ZWE,POL,8,1995-2000
ZWE,POL,3,1990-1995
ZWE,PRT,13185,2005-2010
ZWE,PRT,15371,2000-2005
ZWE,PRT,8725,1995-2000
ZWE,PRT,2075,1990-1995
ZWE,ROU,12,2005-2010
ZWE,ROU,15,2000-2005
ZWE,ROU,1,1995-2000
ZWE,ROU,1,1990-1995
ZWE,SRB,5,2005-2010
ZWE,SRB,2,2000-2005
ZWE,SRB,0,1995-2000
ZWE,SRB,0,1990-1995
ZWE,SVK,39,2005-2010
ZWE,SVK,34,2000-2005
ZWE,SVK,2,1995-2000
ZWE,SVK,0,1990-1995
ZWE,SVN,19,2005-2010
ZWE,SVN,14,2000-2005
ZWE,SVN,4,1995-2000
ZWE,SVN,2,1990-1995
ZWE,SWE,871,2005-2010
ZWE,SWE,677,2000-2005
ZWE,SWE,114,1995-2000
ZWE,SWE,65,1990-1995
BFA,RUS,290,2005-2010
BFA,RUS,417,2000-2005
BFA,RUS,112,1995-2000
BFA,RUS,0,1990-1995
CAF,KAZ,1,2005-2010
CAF,KAZ,2,2000-2005
CAF,KAZ,3,1995-2000
CAF,KAZ,0,1990-1995
CAF,RUS,4,2005-2010
CAF,RUS,15,2000-2005
CAF,RUS,11,1995-2000
CAF,RUS,0,1990-1995
CIV,LTU,1,2005-2010
CIV,LTU,3,2000-2005
CIV,LTU,0,1995-2000
CIV,LTU,0,1990-1995
CIV,LVA,3,2005-2010
CIV,LVA,5,2000-2005
CIV,LVA,1,1995-2000
CIV,LVA,0,1990-1995
CIV,RUS,166,2005-2010
CIV,RUS,241,2000-2005
CIV,RUS,9,1995-2000
CIV,RUS,0,1990-1995
CMR,LVA,2,2005-2010
CMR,LVA,1,2000-2005
CMR,LVA,0,1995-2000
CMR,LVA,0,1990-1995
CMR,RUS,81,2005-2010
CMR,RUS,0,2000-2005
CMR,RUS,0,1995-2000
CMR,RUS,0,1990-1995
COD,RUS,22,2005-2010
COD,RUS,5,2000-2005
COD,RUS,93,1995-2000
COD,RUS,0,1990-1995
COG,RUS,74,2005-2010
COG,RUS,225,2000-2005
COG,RUS,139,1995-2000
COG,RUS,0,1990-1995
COM,RUS,45,2005-2010
COM,RUS,33,2000-2005
COM,RUS,0,1995-2000
COM,RUS,0,1990-1995
CPV,KAZ,1,2005-2010
CPV,KAZ,0,2000-2005
CPV,KAZ,0,1995-2000
CPV,KAZ,0,1990-1995
CPV,LVA,1,2005-2010
CPV,LVA,1,2000-2005
CPV,LVA,0,1995-2000
CPV,LVA,0,1990-1995
CPV,RUS,15,2005-2010
CPV,RUS,4,2000-2005
CPV,RUS,0,1995-2000
CPV,RUS,0,1990-1995
DZA,LTU,5,2005-2010
DZA,LTU,4,2000-2005
DZA,LTU,0,1995-2000
DZA,LTU,0,1990-1995
DZA,LVA,4,2005-2010
DZA,LVA,2,2000-2005
DZA,LVA,14,1995-2000
DZA,LVA,4,1990-1995
EGY,AZE,1,2005-2010
EGY,AZE,0,2000-2005
EGY,AZE,3,1995-2000
EGY,AZE,2,1990-1995
EGY,BLR,1,2005-2010
EGY,BLR,0,2000-2005
EGY,BLR,98,1995-2000
EGY,BLR,167,1990-1995
EGY,KAZ,34,2005-2010
EGY,KAZ,3,2000-2005
EGY,KAZ,61,1995-2000
EGY,KAZ,58,1990-1995
EGY,LTU,17,2005-2010
EGY,LTU,15,2000-2005
EGY,LTU,3,1995-2000
EGY,LTU,2,1990-1995
EGY,LVA,29,2005-2010
EGY,LVA,24,2000-2005
EGY,LVA,46,1995-2000
EGY,LVA,24,1990-1995
EGY,RUS,246,2005-2010
EGY,RUS,268,2000-2005
EGY,RUS,3162,1995-2000
EGY,RUS,1625,1990-1995
EGY,UKR,18,2005-2010
EGY,UKR,0,2000-2005
EGY,UKR,36,1995-2000
EGY,UKR,157,1990-1995
EGY,UZB,1,2005-2010
EGY,UZB,0,2000-2005
EGY,UZB,12,1995-2000
EGY,UZB,9,1990-1995
ERI,RUS,2,2005-2010
ERI,RUS,0,2000-2005
ERI,RUS,1,1995-2000
ERI,RUS,20,1990-1995
ETH,LTU,1,2005-2010
ETH,LTU,2,2000-2005
ETH,LTU,0,1995-2000
ETH,LTU,0,1990-1995
ETH,RUS,90,2005-2010
ETH,RUS,101,2000-2005
ETH,RUS,6,1995-2000
ETH,RUS,0,1990-1995
GAB,AZE,1,2005-2010
GAB,AZE,0,2000-2005
GAB,AZE,0,1995-2000
GAB,AZE,0,1990-1995
GAB,KAZ,42,2005-2010
GAB,KAZ,14,2000-2005
GAB,KAZ,0,1995-2000
GAB,KAZ,0,1990-1995
GAB,RUS,54,2005-2010
GAB,RUS,13,2000-2005
GAB,RUS,4,1995-2000
GAB,RUS,0,1990-1995
GAB,UZB,2,2005-2010
GAB,UZB,1,2000-2005
GAB,UZB,0,1995-2000
GAB,UZB,0,1990-1995
GHA,KAZ,3,2005-2010
GHA,KAZ,0,2000-2005
GHA,KAZ,0,1995-2000
GHA,KAZ,0,1990-1995
GHA,LTU,2,2005-2010
GHA,LTU,1,2000-2005
GHA,LTU,0,1995-2000
GHA,LTU,0,1990-1995
GHA,RUS,139,2005-2010
GHA,RUS,66,2000-2005
GHA,RUS,0,1995-2000
GHA,RUS,0,1990-1995
GHA,UKR,2,2005-2010
GHA,UKR,0,2000-2005
GHA,UKR,0,1995-2000
GHA,UKR,0,1990-1995
GIN,BLR,3,2005-2010
GIN,BLR,8,2000-2005
GIN,BLR,0,1995-2000
GIN,BLR,0,1990-1995
GIN,EST,1,2005-2010
GIN,EST,2,2000-2005
GIN,EST,0,1995-2000
GIN,EST,0,1990-1995
GIN,KAZ,85,2005-2010
GIN,KAZ,11,2000-2005
GIN,KAZ,0,1995-2000
GIN,KAZ,0,1990-1995
GIN,LTU,2,2005-2010
GIN,LTU,3,2000-2005
GIN,LTU,0,1995-2000
GIN,LTU,0,1990-1995
GIN,LVA,2,2005-2010
GIN,LVA,1,2000-2005
GIN,LVA,0,1995-2000
GIN,LVA,0,1990-1995
GIN,MDA,1,2005-2010
GIN,MDA,0,2000-2005
GIN,MDA,0,1995-2000
GIN,MDA,0,1990-1995
GIN,RUS,61,2005-2010
GIN,RUS,39,2000-2005
GIN,RUS,41,1995-2000
GIN,RUS,0,1990-1995
GIN,UKR,47,2005-2010
GIN,UKR,19,2000-2005
GIN,UKR,0,1995-2000
GIN,UKR,0,1990-1995
GNB,RUS,1,2005-2010
GNB,RUS,20,2000-2005
GNB,RUS,44,1995-2000
GNB,RUS,0,1990-1995
KEN,LTU,1,2005-2010
KEN,LTU,1,2000-2005
KEN,LTU,0,1995-2000
KEN,LTU,0,1990-1995
KEN,LVA,3,2005-2010
KEN,LVA,1,2000-2005
KEN,LVA,0,1995-2000
KEN,LVA,0,1990-1995
KEN,RUS,212,2005-2010
KEN,RUS,64,2000-2005
KEN,RUS,82,1995-2000
KEN,RUS,56,1990-1995
LBR,LTU,2,2005-2010
LBR,LTU,5,2000-2005
LBR,LTU,0,1995-2000
LBR,LTU,0,1990-1995
LBR,LVA,2,2005-2010
LBR,LVA,2,2000-2005
LBR,LVA,0,1995-2000
LBR,LVA,0,1990-1995
LBR,MDA,1,2005-2010
LBR,MDA,0,2000-2005
LBR,MDA,0,1995-2000
LBR,MDA,0,1990-1995
LBR,RUS,19,2005-2010
LBR,RUS,19,2000-2005
LBR,RUS,0,1995-2000
LBR,RUS,0,1990-1995
LBY,AZE,3,2005-2010
LBY,AZE,1,2000-2005
LBY,AZE,0,1995-2000
LBY,AZE,0,1990-1995
LBY,BLR,29,2005-2010
LBY,BLR,29,2000-2005
LBY,BLR,161,1995-2000
LBY,BLR,173,1990-1995
LBY,EST,8,2005-2010
LBY,EST,5,2000-2005
LBY,EST,9,1995-2000
LBY,EST,2,1990-1995
LBY,KAZ,501,2005-2010
LBY,KAZ,41,2000-2005
LBY,KAZ,8,1995-2000
LBY,KAZ,1,1990-1995
LBY,LTU,4,2005-2010
LBY,LTU,7,2000-2005
LBY,LTU,1,1995-2000
LBY,LTU,1,1990-1995
LBY,LVA,5,2005-2010
LBY,LVA,5,2000-2005
LBY,LVA,56,1995-2000
LBY,LVA,15,1990-1995
LBY,MDA,3,2005-2010
LBY,MDA,0,2000-2005
LBY,MDA,0,1995-2000
LBY,MDA,2,1990-1995
LBY,RUS,305,2005-2010
LBY,RUS,129,2000-2005
LBY,RUS,3478,1995-2000
LBY,RUS,799,1990-1995
LBY,UKR,417,2005-2010
LBY,UKR,80,2000-2005
LBY,UKR,19,1995-2000
LBY,UKR,133,1990-1995
LBY,UZB,2,2005-2010
LBY,UZB,1,2000-2005
LBY,UZB,2,1995-2000
LBY,UZB,0,1990-1995
LSO,RUS,1,2005-2010
LSO,RUS,0,2000-2005
LSO,RUS,1,1995-2000
LSO,RUS,0,1990-1995
MAR,LTU,2,2005-2010
MAR,LTU,1,2000-2005
MAR,LTU,0,1995-2000
MAR,LTU,0,1990-1995
MAR,LVA,7,2005-2010
MAR,LVA,5,2000-2005
MAR,LVA,2,1995-2000
MAR,LVA,1,1990-1995
MAR,RUS,291,2005-2010
MAR,RUS,103,2000-2005
MAR,RUS,0,1995-2000
MAR,RUS,0,1990-1995
MDG,KAZ,9,2005-2010
MDG,KAZ,0,2000-2005
MDG,KAZ,2,1995-2000
MDG,KAZ,0,1990-1995
MLI,BLR,1,2005-2010
MLI,BLR,2,2000-2005
MLI,BLR,2,1995-2000
MLI,BLR,0,1990-1995
MLI,KAZ,20,2005-2010
MLI,KAZ,3,2000-2005
MLI,KAZ,0,1995-2000
MLI,KAZ,0,1990-1995
MLI,LTU,1,2005-2010
MLI,LTU,1,2000-2005
MLI,LTU,0,1995-2000
MLI,LTU,0,1990-1995
MLI,LVA,2,2005-2010
MLI,LVA,1,2000-2005
MLI,LVA,1,1995-2000
MLI,LVA,0,1990-1995
MLI,RUS,52,2005-2010
MLI,RUS,41,2000-2005
MLI,RUS,39,1995-2000
MLI,RUS,0,1990-1995
MLI,UKR,12,2005-2010
MLI,UKR,5,2000-2005
MLI,UKR,0,1995-2000
MLI,UKR,0,1990-1995
MOZ,LTU,1,2005-2010
MOZ,LTU,1,2000-2005
MOZ,LTU,0,1995-2000
MOZ,LTU,0,1990-1995
MOZ,LVA,1,2005-2010
MOZ,LVA,1,2000-2005
MOZ,LVA,0,1995-2000
MOZ,LVA,0,1990-1995
MOZ,RUS,19,2005-2010
MOZ,RUS,14,2000-2005
MOZ,RUS,0,1995-2000
MOZ,RUS,0,1990-1995
MRT,RUS,1,2005-2010
MRT,RUS,0,2000-2005
MRT,RUS,2,1995-2000
MRT,RUS,0,1990-1995
MWI,RUS,62,2005-2010
MWI,RUS,42,2000-2005
MWI,RUS,38,1995-2000
MWI,RUS,5,1990-1995
MYT,RUS,2,2005-2010
MYT,RUS,1,2000-2005
MYT,RUS,6,1995-2000
MYT,RUS,0,1990-1995
NAM,RUS,11,2005-2010
NAM,RUS,2,2000-2005
NAM,RUS,0,1995-2000
NAM,RUS,0,1990-1995
NER,RUS,16,2005-2010
NER,RUS,12,2000-2005
NER,RUS,0,1995-2000
NER,RUS,0,1990-1995
NGA,LTU,21,2005-2010
NGA,LTU,13,2000-2005
NGA,LTU,0,1995-2000
NGA,LTU,0,1990-1995
NGA,LVA,10,2005-2010
NGA,LVA,6,2000-2005
NGA,LVA,3,1995-2000
NGA,LVA,1,1990-1995
NGA,RUS,428,2005-2010
NGA,RUS,276,2000-2005
NGA,RUS,0,1995-2000
NGA,RUS,0,1990-1995
SDN,KAZ,1,2005-2010
SDN,KAZ,0,2000-2005
SDN,KAZ,0,1995-2000
SDN,KAZ,0,1990-1995
SDN,LTU,2,2005-2010
SDN,LTU,0,2000-2005
SDN,LTU,0,1995-2000
SDN,LTU,0,1990-1995
SDN,LVA,3,2005-2010
SDN,LVA,2,2000-2005
SDN,LVA,2,1995-2000
SDN,LVA,0,1990-1995
SDN,RUS,101,2005-2010
SDN,RUS,67,2000-2005
SDN,RUS,153,1995-2000
SDN,RUS,0,1990-1995
SEN,LTU,4,2005-2010
SEN,LTU,3,2000-2005
SEN,LTU,0,1995-2000
SEN,LTU,0,1990-1995
SEN,LVA,2,2005-2010
SEN,LVA,2,2000-2005
SEN,LVA,1,1995-2000
SEN,LVA,0,1990-1995
SEN,RUS,46,2005-2010
SEN,RUS,32,2000-2005
SEN,RUS,44,1995-2000
SEN,RUS,0,1990-1995
SLE,KAZ,12,2005-2010
SLE,KAZ,0,2000-2005
SLE,KAZ,0,1995-2000
SLE,KAZ,0,1990-1995
SLE,RUS,3,2005-2010
SLE,RUS,0,2000-2005
SLE,RUS,0,1995-2000
SLE,RUS,0,1990-1995
SLE,UKR,5,2005-2010
SLE,UKR,0,2000-2005
SLE,UKR,0,1995-2000
SLE,UKR,0,1990-1995
SOM,LTU,1,2005-2010
SOM,LTU,1,2000-2005
SOM,LTU,0,1995-2000
SOM,LTU,1,1990-1995
SOM,LVA,4,2005-2010
SOM,LVA,2,2000-2005
SOM,LVA,0,1995-2000
SOM,LVA,0,1990-1995
SOM,RUS,2,2005-2010
SOM,RUS,0,2000-2005
SOM,RUS,33,1995-2000
SOM,RUS,24,1990-1995
SWZ,KAZ,1,2005-2010
SWZ,KAZ,0,2000-2005
SWZ,KAZ,0,1995-2000
SWZ,KAZ,0,1990-1995
TCD,RUS,118,2005-2010
TCD,RUS,0,2000-2005
TCD,RUS,0,1995-2000
TCD,RUS,0,1990-1995
TGO,RUS,2,2005-2010
TGO,RUS,1,2000-2005
TGO,RUS,0,1995-2000
TGO,RUS,0,1990-1995
TUN,LVA,1,2005-2010
TUN,LVA,2,2000-2005
TUN,LVA,0,1995-2000
TUN,LVA,0,1990-1995
TUN,RUS,2,2005-2010
TUN,RUS,0,2000-2005
TUN,RUS,0,1995-2000
TUN,RUS,0,1990-1995
UGA,KAZ,11,2005-2010
UGA,KAZ,0,2000-2005
UGA,KAZ,0,1995-2000
UGA,KAZ,0,1990-1995
UGA,UZB,1,2005-2010
UGA,UZB,0,2000-2005
UGA,UZB,0,1995-2000
UGA,UZB,0,1990-1995
ZAF,KAZ,2,2005-2010
ZAF,KAZ,0,2000-2005
ZAF,KAZ,2,1995-2000
ZAF,KAZ,0,1990-1995
ZAF,LTU,7,2005-2010
ZAF,LTU,4,2000-2005
ZAF,LTU,0,1995-2000
ZAF,LTU,0,1990-1995
ZAF,LVA,8,2005-2010
ZAF,LVA,5,2000-2005
ZAF,LVA,1,1995-2000
ZAF,LVA,0,1990-1995
ZAF,RUS,68,2005-2010
ZAF,RUS,27,2000-2005
ZAF,RUS,9,1995-2000
ZAF,RUS,0,1990-1995
ZAF,UKR,1,2005-2010
ZAF,UKR,0,2000-2005
ZAF,UKR,0,1995-2000
ZAF,UKR,0,1990-1995
ZMB,RUS,63,2005-2010
ZMB,RUS,25,2000-2005
ZMB,RUS,8,1995-2000
ZMB,RUS,0,1990-1995
ZWE,BLR,1,2005-2010
ZWE,BLR,1,2000-2005
ZWE,BLR,0,1995-2000
ZWE,BLR,0,1990-1995
ZWE,LTU,19,2005-2010
ZWE,LTU,24,2000-2005
ZWE,LTU,0,1995-2000
ZWE,LTU,0,1990-1995
ZWE,LVA,16,2005-2010
ZWE,LVA,16,2000-2005
ZWE,LVA,1,1995-2000
ZWE,LVA,1,1990-1995
ZWE,RUS,262,2005-2010
ZWE,RUS,292,2000-2005
ZWE,RUS,59,1995-2000
ZWE,RUS,12,1990-1995
ZWE,UZB,1,2005-2010
ZWE,UZB,0,2000-2005
ZWE,UZB,0,1995-2000
ZWE,UZB,0,1990-1995
BEN,CYP,1,2005-2010
BEN,CYP,0,2000-2005
BEN,CYP,1,1995-2000
BEN,CYP,0,1990-1995
BFA,CYP,1,2005-2010
BFA,CYP,3,2000-2005
BFA,CYP,1,1995-2000
BFA,CYP,0,1990-1995
BFA,JOR,1,2005-2010
BFA,JOR,1,2000-2005
BFA,JOR,0,1995-2000
BFA,JOR,0,1990-1995
BFA,TUR,2,2005-2010
BFA,TUR,6,2000-2005
BFA,TUR,0,1995-2000
BFA,TUR,0,1990-1995
BWA,CYP,3,2005-2010
BWA,CYP,2,2000-2005
BWA,CYP,12,1995-2000
BWA,CYP,0,1990-1995
BWA,TUR,6,2005-2010
BWA,TUR,4,2000-2005
BWA,TUR,1,1995-2000
BWA,TUR,0,1990-1995
CAF,CYP,2,2005-2010
CAF,CYP,5,2000-2005
CAF,CYP,2,1995-2000
CAF,CYP,0,1990-1995
CAF,TUR,2,2005-2010
CAF,TUR,2,2000-2005
CAF,TUR,1,1995-2000
CAF,TUR,0,1990-1995
CIV,ARE,25,2005-2010
CIV,ARE,37,2000-2005
CIV,ARE,0,1995-2000
CIV,ARE,0,1990-1995
CIV,BHR,3,2005-2010
CIV,BHR,1,2000-2005
CIV,BHR,0,1995-2000
CIV,BHR,0,1990-1995
CIV,CYP,13,2005-2010
CIV,CYP,25,2000-2005
CIV,CYP,4,1995-2000
CIV,CYP,0,1990-1995
CIV,IRQ,1,2005-2010
CIV,IRQ,6,2000-2005
CIV,IRQ,0,1995-2000
CIV,IRQ,0,1990-1995
CIV,ISR,244,2005-2010
CIV,ISR,278,2000-2005
CIV,ISR,0,1995-2000
CIV,ISR,0,1990-1995
CIV,JOR,5,2005-2010
CIV,JOR,3,2000-2005
CIV,JOR,0,1995-2000
CIV,JOR,0,1990-1995
CIV,KWT,2,2005-2010
CIV,KWT,6,2000-2005
CIV,KWT,0,1995-2000
CIV,KWT,0,1990-1995
CIV,QAT,6,2005-2010
CIV,QAT,7,2000-2005
CIV,QAT,0,1995-2000
CIV,QAT,0,1990-1995
CIV,SAU,18,2005-2010
CIV,SAU,144,2000-2005
CIV,SAU,0,1995-2000
CIV,SAU,0,1990-1995
CIV,TUR,78,2005-2010
CIV,TUR,104,2000-2005
CIV,TUR,1,1995-2000
CIV,TUR,0,1990-1995
CMR,CYP,20,2005-2010
CMR,CYP,15,2000-2005
CMR,CYP,9,1995-2000
CMR,CYP,1,1990-1995
CMR,TUR,8,2005-2010
CMR,TUR,4,2000-2005
CMR,TUR,0,1995-2000
CMR,TUR,0,1990-1995
COD,ARE,785,2005-2010
COD,ARE,33,2000-2005
COD,ARE,442,1995-2000
COD,ARE,0,1990-1995
COD,BHR,92,2005-2010
COD,BHR,1,2000-2005
COD,BHR,37,1995-2000
COD,BHR,0,1990-1995
COD,CYP,1,2005-2010
COD,CYP,144,2000-2005
COD,CYP,296,1995-2000
COD,CYP,0,1990-1995
COD,IRQ,6,2005-2010
COD,IRQ,2,2000-2005
COD,IRQ,63,1995-2000
COD,IRQ,0,1990-1995
COD,JOR,4,2005-2010
COD,JOR,0,2000-2005
COD,JOR,6,1995-2000
COD,JOR,0,1990-1995
COD,KWT,69,2005-2010
COD,KWT,7,2000-2005
COD,KWT,197,1995-2000
COD,KWT,0,1990-1995
COD,QAT,186,2005-2010
COD,QAT,6,2000-2005
COD,QAT,60,1995-2000
COD,QAT,0,1990-1995
COD,SAU,311,2005-2010
COD,SAU,72,2000-2005
COD,SAU,0,1995-2000
COD,SAU,0,1990-1995
COD,SYR,3,2005-2010
COD,SYR,2,2000-2005
COD,SYR,1,1995-2000
COD,SYR,0,1990-1995
COD,TUR,2,2005-2010
COD,TUR,4,2000-2005
COD,TUR,17,1995-2000
COD,TUR,0,1990-1995
COD,YEM,31,2005-2010
COD,YEM,4,2000-2005
COD,YEM,20,1995-2000
COD,YEM,0,1990-1995
CPV,ISR,1,2005-2010
CPV,ISR,0,2000-2005
CPV,ISR,0,1995-2000
CPV,ISR,0,1990-1995
CPV,TUR,2,2005-2010
CPV,TUR,1,2000-2005
CPV,TUR,0,1995-2000
CPV,TUR,0,1990-1995
DJI,CYP,2,2005-2010
DJI,CYP,2,2000-2005
DJI,CYP,0,1995-2000
DJI,CYP,1,1990-1995
DZA,CYP,4,2005-2010
DZA,CYP,3,2000-2005
DZA,CYP,44,1995-2000
DZA,CYP,14,1990-1995
DZA,ISR,10443,2005-2010
DZA,ISR,1576,2000-2005
DZA,ISR,7922,1995-2000
DZA,ISR,6519,1990-1995
DZA,TUR,44,2005-2010
DZA,TUR,0,2000-2005
DZA,TUR,188,1995-2000
DZA,TUR,49,1990-1995
EGY,ARE,169580,2005-2010
EGY,ARE,52405,2000-2005
EGY,ARE,134524,1995-2000
EGY,ARE,103474,1990-1995
EGY,BHR,23249,2005-2010
EGY,BHR,645,2000-2005
EGY,BHR,12509,1995-2000
EGY,BHR,10025,1990-1995
EGY,CYP,1672,2005-2010
EGY,CYP,1956,2000-2005
EGY,CYP,2863,1995-2000
EGY,CYP,1863,1990-1995
EGY,ISR,6726,2005-2010
EGY,ISR,6785,2000-2005
EGY,ISR,19246,1995-2000
EGY,ISR,24362,1990-1995
EGY,JOR,37638,2005-2010
EGY,JOR,2191,2000-2005
EGY,JOR,94385,1995-2000
EGY,JOR,212928,1990-1995
EGY,LBN,51,2005-2010
EGY,LBN,11345,2000-2005
EGY,LBN,81324,1995-2000
EGY,LBN,98704,1990-1995
EGY,PSE,2948,2005-2010
EGY,PSE,2300,2000-2005
EGY,PSE,13472,1995-2000
EGY,PSE,14810,1990-1995
EGY,QAT,45934,2005-2010
EGY,QAT,11212,2000-2005
EGY,QAT,20751,1995-2000
EGY,QAT,13401,1990-1995
EGY,SYR,299,2005-2010
EGY,SYR,0,2000-2005
EGY,SYR,9,1995-2000
EGY,SYR,2,1990-1995
