source,target,count,label
PAK,KWT,18981,2000-2005
PAK,KWT,2363,1995-2000
PAK,KWT,0,1990-1995
PAK,LBN,24,2005-2010
PAK,LBN,31,2000-2005
PAK,LBN,66,1995-2000
PAK,LBN,8,1990-1995
PAK,OMN,24916,2005-2010
PAK,OMN,0,2000-2005
PAK,OMN,0,1995-2000
PAK,OMN,3,1990-1995
PAK,QAT,122996,2005-2010
PAK,QAT,20258,2000-2005
PAK,QAT,514,1995-2000
PAK,QAT,0,1990-1995
PAK,SAU,285441,2005-2010
PAK,SAU,263000,2000-2005
PAK,SAU,0,1995-2000
PAK,SAU,0,1990-1995
PAK,SYR,333,2005-2010
PAK,SYR,609,2000-2005
PAK,SYR,39,1995-2000
PAK,SYR,6,1990-1995
PAK,TUR,2523,2005-2010
PAK,TUR,564,2000-2005
PAK,TUR,930,1995-2000
PAK,TUR,1,1990-1995
PAK,YEM,3,2005-2010
PAK,YEM,0,2000-2005
PAK,YEM,0,1995-2000
PAK,YEM,12,1990-1995
AFG,IRN,266595,2005-2010
AFG,IRN,0,2000-2005
AFG,IRN,339736,1995-2000
AFG,IRN,0,1990-1995
BGD,BTN,44,2005-2010
BGD,BTN,29,2000-2005
BGD,BTN,114,1995-2000
BGD,BTN,0,1990-1995
BGD,IND,630451,2005-2010
BGD,IND,439421,2000-2005
BGD,IND,465074,1995-2000
BGD,IND,773724,1990-1995
BGD,IRN,12,2005-2010
BGD,IRN,603,2000-2005
BGD,IRN,132,1995-2000
BGD,IRN,1,1990-1995
BGD,LKA,2,2005-2010
BGD,LKA,0,2000-2005
BGD,LKA,0,1995-2000
BGD,LKA,0,1990-1995
BGD,MDV,10075,2005-2010
BGD,MDV,10222,2000-2005
BGD,MDV,0,1995-2000
BGD,MDV,0,1990-1995
BGD,NPL,244,2005-2010
BGD,NPL,153,2000-2005
BGD,NPL,1381,1995-2000
BGD,NPL,267,1990-1995
BGD,PAK,29447,2005-2010
BGD,PAK,34273,2000-2005
BGD,PAK,37233,1995-2000
BGD,PAK,75833,1990-1995
IND,BTN,9867,2005-2010
IND,BTN,16164,2000-2005
IND,BTN,13768,1995-2000
IND,BTN,0,1990-1995
IND,IRN,27,2005-2010
IND,IRN,1889,2000-2005
IND,IRN,2475,1995-2000
IND,IRN,984,1990-1995
IND,LKA,1,2005-2010
IND,LKA,33812,2000-2005
IND,LKA,0,1995-2000
IND,LKA,1,1990-1995
IND,NPL,92221,2005-2010
IND,NPL,99167,2000-2005
IND,NPL,77473,1995-2000
IND,NPL,43087,1990-1995
LKA,BTN,6,2005-2010
LKA,BTN,6,2000-2005
LKA,BTN,1263,1995-2000
LKA,BTN,0,1990-1995
LKA,NPL,42,2005-2010
LKA,NPL,14,2000-2005
LKA,NPL,4552,1995-2000
LKA,NPL,1837,1990-1995
MDV,BTN,5,2005-2010
MDV,BTN,10,2000-2005
MDV,BTN,0,1995-2000
MDV,BTN,0,1990-1995
MDV,IND,116,2005-2010
MDV,IND,143,2000-2005
MDV,IND,71,1995-2000
MDV,IND,1164,1990-1995
MDV,NPL,35,2005-2010
MDV,NPL,46,2000-2005
MDV,NPL,1,1995-2000
MDV,NPL,2,1990-1995
NPL,BGD,8121,2005-2010
NPL,BGD,10836,2000-2005
NPL,BGD,1629,1995-2000
NPL,BGD,2183,1990-1995
NPL,BTN,6610,2005-2010
NPL,BTN,18134,2000-2005
NPL,BTN,319,1995-2000
NPL,BTN,0,1990-1995
NPL,IND,10998,2005-2010
NPL,IND,36779,2000-2005
NPL,IND,158512,1995-2000
NPL,IND,194416,1990-1995
PAK,AFG,19809,2005-2010
PAK,AFG,920729,2000-2005
PAK,AFG,0,1995-2000
PAK,AFG,2462482,1990-1995
PAK,BGD,614,2005-2010
PAK,BGD,632,2000-2005
PAK,BGD,585,1995-2000
PAK,BGD,73,1990-1995
PAK,BTN,153,2005-2010
PAK,BTN,7,2000-2005
PAK,BTN,1672,1995-2000
PAK,BTN,0,1990-1995
PAK,IND,104747,2005-2010
PAK,IND,11559,2000-2005
PAK,IND,0,1995-2000
PAK,IND,0,1990-1995
PAK,IRN,113575,2005-2010
PAK,IRN,149675,2000-2005
PAK,IRN,316407,1995-2000
PAK,IRN,278,1990-1995
PAK,LKA,47,2005-2010
PAK,LKA,37,2000-2005
PAK,LKA,0,1995-2000
PAK,LKA,0,1990-1995
PAK,NPL,4043,2005-2010
PAK,NPL,1620,2000-2005
PAK,NPL,7010,1995-2000
PAK,NPL,0,1990-1995
AFG,KOR,7,2005-2010
AFG,KOR,0,2000-2005
AFG,KOR,3,1995-2000
AFG,KOR,0,1990-1995
BGD,CHN,4736,2005-2010
BGD,CHN,2002,2000-2005
BGD,CHN,1747,1995-2000
BGD,CHN,735,1990-1995
BGD,HKG,3100,2005-2010
BGD,HKG,84,2000-2005
BGD,HKG,16715,1995-2000
BGD,HKG,1020,1990-1995
BGD,JPN,8494,2005-2010
BGD,JPN,3727,2000-2005
BGD,JPN,4818,1995-2000
BGD,JPN,3316,1990-1995
BGD,KOR,5123,2005-2010
BGD,KOR,1858,2000-2005
BGD,KOR,5154,1995-2000
BGD,KOR,3618,1990-1995
BGD,MAC,564,2005-2010
BGD,MAC,14,2000-2005
BGD,MAC,987,1995-2000
BGD,MAC,114,1990-1995
BGD,MNG,45,2005-2010
BGD,MNG,4,2000-2005
BGD,MNG,0,1995-2000
BGD,MNG,0,1990-1995
BGD,PRK,243,2005-2010
BGD,PRK,105,2000-2005
BGD,PRK,62,1995-2000
BGD,PRK,42,1990-1995
IND,CHN,5167,2005-2010
IND,CHN,3270,2000-2005
IND,CHN,2331,1995-2000
IND,CHN,709,1990-1995
IND,HKG,3809,2005-2010
IND,HKG,854,2000-2005
IND,HKG,7697,1995-2000
IND,HKG,934,1990-1995
IND,JPN,7616,2005-2010
IND,JPN,5418,2000-2005
IND,JPN,3772,1995-2000
IND,JPN,3615,1990-1995
IND,KOR,2344,2005-2010
IND,KOR,2250,2000-2005
IND,KOR,1323,1995-2000
IND,KOR,1090,1990-1995
IND,MAC,15,2005-2010
IND,MAC,0,2000-2005
IND,MAC,97,1995-2000
IND,MAC,14,1990-1995
IND,MNG,54,2005-2010
IND,MNG,36,2000-2005
IND,MNG,0,1995-2000
IND,MNG,0,1990-1995
IND,PRK,245,2005-2010
IND,PRK,183,2000-2005
IND,PRK,69,1995-2000
IND,PRK,44,1990-1995
IRN,JPN,125,2005-2010
IRN,JPN,0,2000-2005
IRN,JPN,0,1995-2000
IRN,JPN,0,1990-1995
LKA,CHN,1276,2005-2010
LKA,CHN,203,2000-2005
LKA,CHN,2386,1995-2000
LKA,CHN,771,1990-1995
LKA,HKG,124,2005-2010
LKA,HKG,0,2000-2005
LKA,HKG,1188,1995-2000
LKA,HKG,186,1990-1995
LKA,JPN,2521,2005-2010
LKA,JPN,995,2000-2005
LKA,JPN,3791,1995-2000
LKA,JPN,2524,1990-1995
LKA,KOR,7496,2005-2010
LKA,KOR,5133,2000-2005
LKA,KOR,1903,1995-2000
LKA,KOR,1173,1990-1995
LKA,MAC,1,2005-2010
LKA,MAC,0,2000-2005
LKA,MAC,3,1995-2000
LKA,MAC,0,1990-1995
LKA,PRK,75,2005-2010
LKA,PRK,44,2000-2005
LKA,PRK,75,1995-2000
LKA,PRK,42,1990-1995
MDV,CHN,28,2005-2010
MDV,CHN,13,2000-2005
MDV,CHN,9,1995-2000
MDV,CHN,11,1990-1995
MDV,HKG,7,2005-2010
MDV,HKG,2,2000-2005
MDV,HKG,17,1995-2000
MDV,HKG,5,1990-1995
MDV,JPN,48,2005-2010
MDV,JPN,41,2000-2005
MDV,JPN,16,1995-2000
MDV,JPN,38,1990-1995
MDV,KOR,118,2005-2010
MDV,KOR,184,2000-2005
MDV,KOR,5,1995-2000
MDV,KOR,15,1990-1995
MDV,PRK,2,2005-2010
MDV,PRK,2,2000-2005
MDV,PRK,0,1995-2000
MDV,PRK,1,1990-1995
NPL,HKG,2366,2005-2010
NPL,HKG,761,2000-2005
NPL,HKG,3648,1995-2000
NPL,HKG,1242,1990-1995
NPL,JPN,45,2005-2010
NPL,JPN,0,2000-2005
NPL,JPN,0,1995-2000
NPL,JPN,0,1990-1995
NPL,KOR,4533,2005-2010
NPL,KOR,3511,2000-2005
NPL,KOR,1142,1995-2000
NPL,KOR,919,1990-1995
NPL,MAC,25,2005-2010
NPL,MAC,0,2000-2005
NPL,MAC,0,1995-2000
NPL,MAC,0,1990-1995
NPL,MNG,1,2005-2010
NPL,MNG,0,2000-2005
NPL,MNG,0,1995-2000
NPL,MNG,0,1990-1995
NPL,PRK,2,2005-2010
NPL,PRK,0,2000-2005
NPL,PRK,0,1995-2000
NPL,PRK,0,1990-1995
PAK,CHN,3049,2005-2010
PAK,CHN,1406,2000-2005
PAK,CHN,258,1995-2000
PAK,CHN,0,1990-1995
PAK,HKG,2420,2005-2010
PAK,HKG,305,2000-2005
PAK,HKG,616,1995-2000
PAK,HKG,0,1990-1995
PAK,JPN,3618,2005-2010
PAK,JPN,1159,2000-2005
PAK,JPN,394,1995-2000
PAK,JPN,4,1990-1995
PAK,KOR,4016,2005-2010
PAK,KOR,2318,2000-2005
PAK,KOR,85,1995-2000
PAK,KOR,0,1990-1995
PAK,MNG,10,2005-2010
PAK,MNG,4,2000-2005
PAK,MNG,0,1995-2000
PAK,MNG,0,1990-1995
PAK,PRK,131,2005-2010
PAK,PRK,81,2000-2005
PAK,PRK,8,1995-2000
PAK,PRK,0,1990-1995
AFG,MYS,145,2005-2010
AFG,MYS,0,2000-2005
AFG,MYS,9,1995-2000
AFG,MYS,0,1990-1995
AFG,PHL,210,2005-2010
AFG,PHL,0,2000-2005
AFG,PHL,223,1995-2000
AFG,PHL,0,1990-1995
BGD,BRN,1299,2005-2010
BGD,BRN,334,2000-2005
BGD,BRN,634,1995-2000
BGD,BRN,263,1990-1995
BGD,IDN,250,2005-2010
BGD,IDN,151,2000-2005
BGD,IDN,0,1995-2000
BGD,IDN,0,1990-1995
BGD,LAO,21,2005-2010
BGD,LAO,3,2000-2005
BGD,LAO,29,1995-2000
BGD,LAO,0,1990-1995
BGD,MMR,779,2005-2010
BGD,MMR,193,2000-2005
BGD,MMR,2674,1995-2000
BGD,MMR,0,1990-1995
BGD,MYS,197715,2005-2010
BGD,MYS,137097,2000-2005
BGD,MYS,30575,1995-2000
BGD,MYS,17291,1990-1995
BGD,PHL,138,2005-2010
BGD,PHL,25,2000-2005
BGD,PHL,1349,1995-2000
BGD,PHL,399,1990-1995
BGD,SGP,42167,2005-2010
BGD,SGP,16519,2000-2005
BGD,SGP,20662,1995-2000
BGD,SGP,11931,1990-1995
BGD,THA,35186,2005-2010
BGD,THA,23509,2000-2005
BGD,THA,141250,1995-2000
BGD,THA,0,1990-1995
BGD,VNM,2889,2005-2010
BGD,VNM,230,2000-2005
BGD,VNM,1173,1995-2000
BGD,VNM,242,1990-1995
IND,BRN,2940,2005-2010
IND,BRN,2551,2000-2005
IND,BRN,572,1995-2000
IND,BRN,19,1990-1995
IND,IDN,1904,2005-2010
IND,IDN,2316,2000-2005
IND,IDN,0,1995-2000
IND,IDN,0,1990-1995
IND,LAO,1,2005-2010
IND,LAO,0,2000-2005
IND,LAO,2,1995-2000
IND,LAO,0,1990-1995
IND,MMR,5767,2005-2010
IND,MMR,0,2000-2005
IND,MMR,16344,1995-2000
IND,MMR,0,1990-1995
IND,MYS,11213,2005-2010
IND,MYS,12739,2000-2005
IND,MYS,31660,1995-2000
IND,MYS,20964,1990-1995
IND,PHL,3661,2005-2010
IND,PHL,2880,2000-2005
IND,PHL,1370,1995-2000
IND,PHL,716,1990-1995
IND,SGP,54915,2005-2010
IND,SGP,25526,2000-2005
IND,SGP,23545,1995-2000
IND,SGP,15093,1990-1995
IND,THA,2720,2005-2010
IND,THA,1925,2000-2005
IND,THA,59137,1995-2000
IND,THA,0,1990-1995
IND,VNM,525,2005-2010
IND,VNM,430,2000-2005
IND,VNM,673,1995-2000
IND,VNM,311,1990-1995
IRN,MYS,6,2005-2010
IRN,MYS,29,2000-2005
IRN,MYS,27,1995-2000
IRN,MYS,0,1990-1995
IRN,PHL,3,2005-2010
IRN,PHL,3,2000-2005
IRN,PHL,1,1995-2000
IRN,PHL,115,1990-1995
LKA,BRN,825,2005-2010
LKA,BRN,560,2000-2005
LKA,BRN,832,1995-2000
LKA,BRN,246,1990-1995
LKA,IDN,2,2005-2010
LKA,IDN,2,2000-2005
LKA,IDN,0,1995-2000
LKA,IDN,0,1990-1995
LKA,MYS,1680,2005-2010
LKA,MYS,1315,2000-2005
LKA,MYS,9851,1995-2000
LKA,MYS,4465,1990-1995
LKA,PHL,16,2005-2010
LKA,PHL,2,2000-2005
LKA,PHL,305,1995-2000
LKA,PHL,123,1990-1995
LKA,SGP,2883,2005-2010
LKA,SGP,402,2000-2005
LKA,SGP,5828,1995-2000
LKA,SGP,2157,1990-1995
LKA,THA,1,2005-2010
LKA,THA,1,2000-2005
LKA,THA,12456,1995-2000
LKA,THA,0,1990-1995
LKA,VNM,93,2005-2010
LKA,VNM,58,2000-2005
LKA,VNM,254,1995-2000
LKA,VNM,117,1990-1995
MDV,BRN,31,2005-2010
MDV,BRN,29,2000-2005
MDV,BRN,2,1995-2000
MDV,BRN,3,1990-1995
MDV,IDN,7,2005-2010
MDV,IDN,12,2000-2005
MDV,IDN,0,1995-2000
MDV,IDN,0,1990-1995
MDV,MMR,6,2005-2010
MDV,MMR,0,2000-2005
MDV,MMR,0,1995-2000
MDV,MMR,0,1990-1995
MDV,MYS,39,2005-2010
MDV,MYS,67,2000-2005
MDV,MYS,20,1995-2000
MDV,MYS,21,1990-1995
MDV,PHL,10,2005-2010
MDV,PHL,10,2000-2005
MDV,PHL,18,1995-2000
MDV,PHL,11,1990-1995
MDV,SGP,140,2005-2010
MDV,SGP,73,2000-2005
MDV,SGP,26,1995-2000
MDV,SGP,20,1990-1995
MDV,VNM,2,2005-2010
MDV,VNM,3,2000-2005
MDV,VNM,2,1995-2000
MDV,VNM,2,1990-1995
NPL,MMR,4,2005-2010
NPL,MMR,0,2000-2005
NPL,MMR,0,1995-2000
NPL,MMR,0,1990-1995
NPL,MYS,72245,2005-2010
NPL,MYS,64382,2000-2005
NPL,MYS,28062,1995-2000
NPL,MYS,16050,1990-1995
NPL,SGP,47,2005-2010
NPL,SGP,0,2000-2005
NPL,SGP,0,1995-2000
NPL,SGP,0,1990-1995
NPL,THA,32,2005-2010
NPL,THA,1896,2000-2005
NPL,THA,14400,1995-2000
NPL,THA,0,1990-1995
NPL,VNM,849,2005-2010
NPL,VNM,686,2000-2005
NPL,VNM,382,1995-2000
NPL,VNM,215,1990-1995
PAK,BRN,54,2005-2010
PAK,BRN,0,2000-2005
PAK,BRN,65,1995-2000
PAK,BRN,0,1990-1995
PAK,IDN,1928,2005-2010
PAK,IDN,1516,2000-2005
PAK,IDN,0,1995-2000
PAK,IDN,0,1990-1995
PAK,LAO,1,2005-2010
PAK,LAO,0,2000-2005
PAK,LAO,0,1995-2000
PAK,LAO,0,1990-1995
PAK,MMR,849,2005-2010
PAK,MMR,0,2000-2005
PAK,MMR,2027,1995-2000
PAK,MMR,0,1990-1995
PAK,MYS,13975,2005-2010
PAK,MYS,7786,2000-2005
PAK,MYS,4483,1995-2000
PAK,MYS,0,1990-1995
PAK,PHL,172,2005-2010
PAK,PHL,0,2000-2005
PAK,PHL,415,1995-2000
PAK,PHL,58,1990-1995
PAK,SGP,59649,2005-2010
PAK,SGP,21827,2000-2005
PAK,SGP,2169,1995-2000
PAK,SGP,0,1990-1995
PAK,THA,5714,2005-2010
PAK,THA,344,2000-2005
PAK,THA,57072,1995-2000
PAK,THA,1,1990-1995
PAK,VNM,173,2005-2010
PAK,VNM,67,2000-2005
PAK,VNM,250,1995-2000
PAK,VNM,0,1990-1995
AFG,AUS,8885,2005-2010
AFG,AUS,0,2000-2005
AFG,AUS,2879,1995-2000
AFG,AUS,0,1990-1995
AFG,NZL,896,2005-2010
AFG,NZL,0,2000-2005
AFG,NZL,208,1995-2000
AFG,NZL,0,1990-1995
BGD,AUS,28250,2005-2010
BGD,AUS,13017,2000-2005
BGD,AUS,7603,1995-2000
BGD,AUS,4847,1990-1995
BGD,FJI,1042,2005-2010
BGD,FJI,299,2000-2005
BGD,FJI,396,1995-2000
BGD,FJI,245,1990-1995
BGD,NCL,55,2005-2010
BGD,NCL,28,2000-2005
BGD,NCL,13,1995-2000
BGD,NCL,18,1990-1995
BGD,NZL,2597,2005-2010
BGD,NZL,1239,2000-2005
BGD,NZL,1504,1995-2000
BGD,NZL,715,1990-1995
BGD,PNG,2,2005-2010
BGD,PNG,1,2000-2005
BGD,PNG,1,1995-2000
BGD,PNG,0,1990-1995
BGD,PYF,1,2005-2010
BGD,PYF,0,2000-2005
BGD,PYF,13,1995-2000
BGD,PYF,1,1990-1995
BGD,SLB,77,2005-2010
BGD,SLB,53,2000-2005
BGD,SLB,37,1995-2000
BGD,SLB,22,1990-1995
BGD,VUT,2,2005-2010
BGD,VUT,1,2000-2005
BGD,VUT,0,1995-2000
BGD,VUT,0,1990-1995
IND,AUS,182645,2005-2010
IND,AUS,134580,2000-2005
IND,AUS,21466,1995-2000
IND,AUS,16249,1990-1995
IND,FJI,664,2005-2010
IND,FJI,131,2000-2005
IND,FJI,182,1995-2000
IND,FJI,50,1990-1995
IND,NCL,29,2005-2010
IND,NCL,33,2000-2005
IND,NCL,82,1995-2000
IND,NCL,91,1990-1995
IND,NZL,22860,2005-2010
IND,NZL,20051,2000-2005
IND,NZL,5714,1995-2000
IND,NZL,5498,1990-1995
IND,PNG,48,2005-2010
IND,PNG,39,2000-2005
IND,PNG,28,1995-2000
IND,PNG,4,1990-1995
IND,PYF,8,2005-2010
IND,PYF,12,2000-2005
IND,PYF,75,1995-2000
IND,PYF,13,1990-1995
IND,SLB,44,2005-2010
IND,SLB,42,2000-2005
IND,SLB,24,1995-2000
IND,SLB,5,1990-1995
IND,TON,62,2005-2010
IND,TON,56,2000-2005
IND,TON,34,1995-2000
IND,TON,9,1990-1995
IND,VUT,1,2005-2010
IND,VUT,1,2000-2005
IND,VUT,0,1995-2000
IND,VUT,1,1990-1995
IRN,AUS,14009,2005-2010
IRN,AUS,1500,2000-2005
IRN,AUS,4293,1995-2000
IRN,AUS,387,1990-1995
IRN,NZL,1002,2005-2010
IRN,NZL,110,2000-2005
IRN,NZL,950,1995-2000
IRN,NZL,87,1990-1995
LKA,AUS,30492,2005-2010
LKA,AUS,16334,2000-2005
LKA,AUS,34344,1995-2000
LKA,AUS,18910,1990-1995
LKA,NCL,11,2005-2010
LKA,NCL,10,2000-2005
LKA,NCL,8,1995-2000
LKA,NCL,7,1990-1995
LKA,NZL,2150,2005-2010
LKA,NZL,1527,2000-2005
LKA,NZL,5153,1995-2000
LKA,NZL,3286,1990-1995
LKA,PNG,27,2005-2010
LKA,PNG,0,2000-2005
LKA,PNG,136,1995-2000
LKA,PNG,60,1990-1995
MDV,AUS,1286,2005-2010
MDV,AUS,1208,2000-2005
MDV,AUS,227,1995-2000
MDV,AUS,442,1990-1995
MDV,FJI,1,2005-2010
MDV,FJI,0,2000-2005
MDV,FJI,0,1995-2000
MDV,FJI,0,1990-1995
MDV,NCL,6,2005-2010
MDV,NCL,6,2000-2005
MDV,NCL,1,1995-2000
MDV,NCL,2,1990-1995
MDV,NZL,181,2005-2010
MDV,NZL,189,2000-2005
MDV,NZL,32,1995-2000
MDV,NZL,89,1990-1995
NPL,AUS,20069,2005-2010
NPL,AUS,14063,2000-2005
NPL,AUS,1345,1995-2000
NPL,AUS,980,1990-1995
NPL,NZL,324,2005-2010
NPL,NZL,261,2000-2005
NPL,NZL,155,1995-2000
NPL,NZL,134,1990-1995
PAK,AUS,26633,2005-2010
PAK,AUS,13368,2000-2005
PAK,AUS,6456,1995-2000
PAK,AUS,202,1990-1995
PAK,FJI,819,2005-2010
PAK,FJI,106,2000-2005
PAK,FJI,25,1995-2000
PAK,FJI,0,1990-1995
PAK,NZL,2185,2005-2010
PAK,NZL,1380,2000-2005
PAK,NZL,1100,1995-2000
PAK,NZL,45,1990-1995
PAK,PNG,1,2005-2010
PAK,PNG,0,2000-2005
PAK,PNG,4,1995-2000
PAK,PNG,0,1990-1995
PAK,SLB,55,2005-2010
PAK,SLB,33,2000-2005
PAK,SLB,2,1995-2000
PAK,SLB,0,1990-1995
PAK,TON,1,2005-2010
PAK,TON,0,2000-2005
PAK,TON,5,1995-2000
PAK,TON,0,1990-1995
AFG,BOL,1,2005-2010
AFG,BOL,0,2000-2005
AFG,BOL,0,1995-2000
AFG,BOL,0,1990-1995
AFG,BRA,26,2005-2010
AFG,BRA,0,2000-2005
AFG,BRA,0,1995-2000
AFG,BRA,0,1990-1995
AFG,CHL,3,2005-2010
AFG,CHL,0,2000-2005
AFG,CHL,5,1995-2000
AFG,CHL,0,1990-1995
AFG,COL,36,2005-2010
AFG,COL,0,2000-2005
AFG,COL,18,1995-2000
AFG,COL,0,1990-1995
AFG,CRI,1,2005-2010
AFG,CRI,0,2000-2005
AFG,CRI,0,1995-2000
AFG,CRI,0,1990-1995
AFG,DOM,1,2005-2010
AFG,DOM,0,2000-2005
AFG,DOM,1,1995-2000
AFG,DOM,0,1990-1995
AFG,ECU,33,2005-2010
AFG,ECU,0,2000-2005
AFG,ECU,2,1995-2000
AFG,ECU,0,1990-1995
AFG,MEX,2,2005-2010
AFG,MEX,0,2000-2005
AFG,MEX,2,1995-2000
AFG,MEX,0,1990-1995
AFG,NIC,3,2005-2010
AFG,NIC,0,2000-2005
AFG,NIC,1,1995-2000
AFG,NIC,0,1990-1995
AFG,PAN,3,2005-2010
AFG,PAN,0,2000-2005
AFG,PAN,0,1995-2000
AFG,PAN,0,1990-1995
AFG,VEN,5,2005-2010
AFG,VEN,0,2000-2005
AFG,VEN,2,1995-2000
AFG,VEN,0,1990-1995
BGD,ABW,9,2005-2010
BGD,ABW,20,2000-2005
BGD,ABW,19,1995-2000
BGD,ABW,4,1990-1995
BGD,ARG,70,2005-2010
BGD,ARG,12,2000-2005
BGD,ARG,89,1995-2000
BGD,ARG,17,1990-1995
BGD,BHS,8,2005-2010
BGD,BHS,6,2000-2005
BGD,BHS,2,1995-2000
BGD,BHS,0,1990-1995
BGD,BLZ,7,2005-2010
BGD,BLZ,0,2000-2005
BGD,BLZ,12,1995-2000
BGD,BLZ,1,1990-1995
BGD,BOL,49,2005-2010
BGD,BOL,17,2000-2005
BGD,BOL,20,1995-2000
BGD,BOL,6,1990-1995
BGD,BRA,247,2005-2010
BGD,BRA,42,2000-2005
BGD,BRA,219,1995-2000
BGD,BRA,36,1990-1995
BGD,BRB,8,2005-2010
BGD,BRB,4,2000-2005
BGD,BRB,5,1995-2000
BGD,BRB,0,1990-1995
BGD,CHL,76,2005-2010
BGD,CHL,27,2000-2005
BGD,CHL,101,1995-2000
BGD,CHL,17,1990-1995
BGD,COL,47,2005-2010
BGD,COL,13,2000-2005
BGD,COL,91,1995-2000
BGD,COL,2,1990-1995
BGD,CRI,11,2005-2010
BGD,CRI,2,2000-2005
BGD,CRI,64,1995-2000
BGD,CRI,0,1990-1995
BGD,CUB,1,2005-2010
BGD,CUB,1,2000-2005
BGD,CUB,0,1995-2000
BGD,CUB,0,1990-1995
BGD,DOM,18,2005-2010
BGD,DOM,3,2000-2005
BGD,DOM,119,1995-2000
BGD,DOM,9,1990-1995
BGD,ECU,183,2005-2010
BGD,ECU,46,2000-2005
BGD,ECU,4,1995-2000
BGD,ECU,7,1990-1995
BGD,GLP,1,2005-2010
BGD,GLP,1,2000-2005
BGD,GLP,5,1995-2000
BGD,GLP,0,1990-1995
BGD,GTM,7,2005-2010
BGD,GTM,0,2000-2005
BGD,GTM,0,1995-2000
BGD,GTM,0,1990-1995
BGD,GUF,3,2005-2010
BGD,GUF,0,2000-2005
BGD,GUF,14,1995-2000
BGD,GUF,3,1990-1995
BGD,GUY,7,2005-2010
BGD,GUY,1,2000-2005
BGD,GUY,19,1995-2000
BGD,GUY,1,1990-1995
BGD,HND,2,2005-2010
BGD,HND,0,2000-2005
BGD,HND,54,1995-2000
BGD,HND,0,1990-1995
BGD,HTI,4,2005-2010
BGD,HTI,1,2000-2005
BGD,HTI,24,1995-2000
BGD,HTI,2,1990-1995
BGD,JAM,10,2005-2010
BGD,JAM,5,2000-2005
BGD,JAM,51,1995-2000
BGD,JAM,0,1990-1995
BGD,LCA,3,2005-2010
BGD,LCA,1,2000-2005
BGD,LCA,4,1995-2000
BGD,LCA,0,1990-1995
BGD,MEX,620,2005-2010
BGD,MEX,95,2000-2005
BGD,MEX,5091,1995-2000
BGD,MEX,7,1990-1995
BGD,NIC,2,2005-2010
BGD,NIC,0,2000-2005
BGD,NIC,0,1995-2000
BGD,NIC,0,1990-1995
BGD,PAN,69,2005-2010
BGD,PAN,24,2000-2005
BGD,PAN,128,1995-2000
BGD,PAN,15,1990-1995
BGD,PRY,16,2005-2010
BGD,PRY,2,2000-2005
BGD,PRY,7,1995-2000
BGD,PRY,1,1990-1995
BGD,SLV,4,2005-2010
BGD,SLV,1,2000-2005
BGD,SLV,0,1995-2000
BGD,SLV,0,1990-1995
BGD,SUR,23,2005-2010
BGD,SUR,3,2000-2005
BGD,SUR,26,1995-2000
BGD,SUR,7,1990-1995
BGD,TTO,3,2005-2010
BGD,TTO,1,2000-2005
BGD,TTO,37,1995-2000
BGD,TTO,0,1990-1995
BGD,URY,6,2005-2010
BGD,URY,1,2000-2005
BGD,URY,0,1995-2000
BGD,URY,0,1990-1995
BGD,VCT,1,2005-2010
BGD,VCT,1,2000-2005
BGD,VCT,3,1995-2000
BGD,VCT,0,1990-1995
BGD,VEN,69,2005-2010
BGD,VEN,25,2000-2005
BGD,VEN,171,1995-2000
BGD,VEN,43,1990-1995
IND,ARG,2,2005-2010
IND,ARG,7,2000-2005
IND,ARG,55,1995-2000
IND,ARG,27,1990-1995
IND,BHS,194,2005-2010
IND,BHS,182,2000-2005
IND,BHS,53,1995-2000
IND,BHS,25,1990-1995
IND,BLZ,80,2005-2010
IND,BLZ,66,2000-2005
IND,BLZ,37,1995-2000
IND,BLZ,0,1990-1995
IND,BOL,84,2005-2010
IND,BOL,81,2000-2005
IND,BOL,22,1995-2000
IND,BOL,7,1990-1995
IND,BRA,210,2005-2010
IND,BRA,176,2000-2005
IND,BRA,246,1995-2000
IND,BRA,183,1990-1995
IND,BRB,233,2005-2010
IND,BRB,234,2000-2005
IND,BRB,102,1995-2000
IND,BRB,44,1990-1995
IND,CHL,139,2005-2010
IND,CHL,158,2000-2005
IND,CHL,228,1995-2000
IND,CHL,182,1990-1995
IND,COL,69,2005-2010
IND,COL,75,2000-2005
IND,COL,60,1995-2000
IND,COL,9,1990-1995
IND,CRI,11,2005-2010
IND,CRI,11,2000-2005
IND,CRI,37,1995-2000
IND,CRI,3,1990-1995
IND,CUB,4,2005-2010
IND,CUB,8,2000-2005
IND,CUB,0,1995-2000
IND,CUB,0,1990-1995
IND,DOM,87,2005-2010
IND,DOM,95,2000-2005
IND,DOM,162,1995-2000
IND,DOM,45,1990-1995
IND,ECU,203,2005-2010
IND,ECU,168,2000-2005
IND,ECU,8,1995-2000
IND,ECU,21,1990-1995
IND,GLP,47,2005-2010
IND,GLP,58,2000-2005
IND,GLP,88,1995-2000
IND,GLP,10,1990-1995
IND,GTM,8,2005-2010
IND,GTM,4,2000-2005
IND,GTM,3,1995-2000
IND,GTM,0,1990-1995
IND,GUY,1,2005-2010
IND,GUY,1,2000-2005
IND,GUY,5,1995-2000
IND,GUY,1,1990-1995
IND,HND,3,2005-2010
IND,HND,2,2000-2005
IND,HND,17,1995-2000
IND,HND,0,1990-1995
IND,JAM,449,2005-2010
